main,curl,boundary,energy,div,multiplier
466.5066833496094,0.04553837701678276,4.654635906219482,0.5821751952171326,2.42031950037358e-10,0.9994985461235046
206.72496032714844,0.1758011132478714,1.950843334197998,1.7407947778701782,4.864146863070573e-10,2.095808982849121
127.47813415527344,0.42783477902412415,1.0953550338745117,1.2170194387435913,8.139431906251104e-10,1.0836679935455322
52.711647033691406,1.521370768547058,0.3996707797050476,1.2616750001907349,3.728483299880736e-09,0.24036766588687897
34.30136489868164,3.1320230960845947,0.18178623914718628,1.5267671346664429,4.794153962706105e-09,0.33362460136413574
22.89128875732422,2.6418681144714355,0.06544962525367737,1.460202932357788,1.405078009497629e-08,0.25531575083732605
22.99834442138672,2.4297597408294678,0.06935226172208786,1.388274908065796,7.695362569393183e-09,0.20484153926372528
22.187469482421875,2.774379253387451,0.05036279559135437,1.396487832069397,1.7363870341569054e-08,0.19169846177101135
22.104564666748047,2.586545944213867,0.04791915416717529,1.392629861831665,4.6304244882833245e-09,0.16614320874214172
22.01356315612793,2.6084728240966797,0.04297713190317154,1.4004017114639282,5.204295216998389e-09,0.15189845860004425
21.68892478942871,2.64078950881958,0.03856351599097252,1.412658452987671,4.061514236042285e-09,0.13463810086250305
21.20379638671875,2.6651039123535156,0.03807823359966278,1.4226572513580322,1.3483919758527918e-08,0.11366359144449234
20.073192596435547,2.6974291801452637,0.03438946232199669,1.4323562383651733,4.462437530605712e-09,0.09263769537210464
18.1818904876709,2.7268033027648926,0.031614769250154495,1.4408307075500488,1.3137517740346993e-08,0.06758362054824829
15.070098876953125,2.7846670150756836,0.029843952506780624,1.453386664390564,4.155913835290903e-09,0.03946947678923607
12.119684219360352,2.8783187866210938,0.0273249763995409,1.4664387702941895,6.661008189468021e-09,0.02248588390648365
11.135917663574219,2.931217670440674,0.021387234330177307,1.4753241539001465,2.1279443984667523e-08,0.018682627007365227
9.84259033203125,2.9151244163513184,0.017984744161367416,1.4751135110855103,5.343722797590544e-09,0.014074268750846386
8.867290496826172,2.9223692417144775,0.013647717423737049,1.476014494895935,1.4577163476303667e-08,0.011562086641788483
7.917829513549805,2.9540505409240723,0.010779672302305698,1.4815176725387573,4.665490660471505e-09,0.008819663897156715
7.087380409240723,2.952953338623047,0.009174572303891182,1.4810110330581665,6.9022885185177074e-09,0.006727662403136492
8.27375316619873,2.9826858043670654,0.012290646322071552,1.5084397792816162,8.109711124859587e-09,0.006700812838971615
7.391745567321777,2.9798583984375,0.011875245720148087,1.485495924949646,9.112241627917683e-09,0.0056206341832876205
7.268455505371094,2.995948314666748,0.010835451073944569,1.4869474172592163,1.1263386667792474e-08,0.005473115015774965
7.539012432098389,2.9971086978912354,0.011236058548092842,1.4898369312286377,4.492897165420118e-09,0.0058171674609184265
7.070327281951904,2.9922497272491455,0.0098031647503376,1.4874669313430786,5.625488519456212e-09,0.0050728037022054195
6.727656364440918,2.997507095336914,0.0090006859973073,1.4888805150985718,4.384974161553146e-09,0.005325823090970516
7.171823501586914,2.992959976196289,0.010351288132369518,1.4887216091156006,6.1609628509984304e-09,0.0044822683557868
6.666572093963623,3.0040829181671143,0.008430883288383484,1.4910142421722412,3.5145066856756557e-09,0.004991687834262848
5.814510345458984,2.999634027481079,0.005323364399373531,1.5085570812225342,6.263941809692142e-09,0.0031237779185175896
6.214207649230957,2.9966766834259033,0.006258714944124222,1.4940458536148071,3.25311222404423e-09,0.0031450442038476467
6.575614929199219,2.994414806365967,0.007370295934379101,1.512144923210144,4.386980112514038e-09,0.002813770202919841
6.414194583892822,2.9907054901123047,0.006768414285033941,1.4949147701263428,6.7119878544019684e-09,0.0032190056517720222
7.275818347930908,2.9949896335601807,0.009880795143544674,1.5117955207824707,6.792326701088314e-09,0.003970164339989424
6.3767900466918945,2.990119218826294,0.0066121164709329605,1.495792031288147,4.082921556403107e-09,0.002870969008654356
6.1646294593811035,2.9902164936065674,0.005772071424871683,1.5113199949264526,4.803369701988913e-09,0.002730955835431814
6.158774375915527,2.998168706893921,0.00572754442691803,1.489566445350647,3.894907951718096e-09,0.002881449181586504
7.180697441101074,2.998624324798584,0.009221096523106098,1.5125458240509033,3.9203342794280616e-09,0.003714292775839567
6.5303955078125,2.9879465103149414,0.006600509863346815,1.498025894165039,4.803017983334712e-09,0.002806182950735092
6.674989700317383,2.990786075592041,0.006690019275993109,1.5148327350616455,4.009220511136391e-09,0.0026132494676858187
6.004011154174805,2.9972405433654785,0.005053863860666752,1.4902421236038208,6.063699764524699e-09,0.0026217871345579624
6.456070899963379,2.985147714614868,0.006203566212207079,1.4923336505889893,4.763118344186523e-09,0.002639309037476778
6.153901100158691,2.992631673812866,0.005140356253832579,1.5041706562042236,5.5058024805987316e-09,0.002727590501308441
6.143273830413818,2.982452392578125,0.004686156753450632,1.485742449760437,7.298914805886625e-09,0.002096661599352956
6.220959663391113,2.9886691570281982,0.005621450953185558,1.4945316314697266,1.092592860629793e-08,0.002533957827836275
6.12762451171875,2.9670610427856445,0.005304371472448111,1.4737968444824219,1.2717704223064175e-08,0.002490097191184759
6.262277603149414,2.991748571395874,0.004924982786178589,1.4999336004257202,6.434187405091052e-09,0.0022832832764834166
6.423630714416504,2.9634783267974854,0.006139200646430254,1.4666646718978882,3.81818487937835e-09,0.0025377648416906595
5.809340476989746,2.991121530532837,0.003917408175766468,1.5007387399673462,4.012499665861924e-09,0.002503695897758007
6.337272644042969,2.9887619018554688,0.005158627405762672,1.4909743070602417,3.974626849867491e-09,0.002554869744926691
6.639121055603027,2.979571580886841,0.005443556699901819,1.5020087957382202,4.189669056131606e-09,0.0024365221615880728
7.030014991760254,3.014070749282837,0.00623753247782588,1.5314589738845825,5.65090774173882e-09,0.0025590306613594294
